,Unnamed: 0,Unnamed: 0.1,ID,tweet_id,text,missing_text,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
5030,5030,5030,5030,1.05477e+18,"MallikaDua Join the movement Support survivors and end sexual violence 
The link to the petition is as follows 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031,5031,5031,5031,1.05477e+18,"With Indias  and SabarimalaForAll the needle does seem to be moving in the right direction Sending love and strength to all fighting the fight 
",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5032,5032,5032,5032,1.05477e+18,"Join the movement Support survivors and end sexual violence 

aliaa mrsfunnybones NehaDhupia IChitrangda RadhikaApteforu deepikapadukone MiraRajput 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5033,5033,5033,5033,1.05477e+18,"This Google project visualizes the global effect of ’s first year 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5034,5034,5034,5034,1.05477e+18,"Bollywood dirty image exposed under  Fire How much more  Live ive –  movement 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5035,5035,5035,5035,1.05477e+18,"  moments Relapses Anyone filing a suit or a case for this greatest sadaa huaa insaan 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5037,5037,5037,5037,1.05477e+18," movement Tanushree Dutta says she spoke up to defend herself not to become hero 
",0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5038,5038,5038,5038,1.05477e+18,"MisandryKills Pipalkoti VikramArora pks neerajbhankhar cskkanu amit SymvikasVikas PRAKASH trehanbarkha MinistryWCD antidespondent wisehussein tanud sushantsays ajayverma SudarshanNewsTV sudhirchaudhary DailyMailUK IndiaToday mailtoday sifchandigarh ndtv ZeeNewsHindi TOIIndiaNews dna FinancialXpress Ravimnnit airnewsalerts vaastavikata htTweets HTGurgaon InsaafNGO JaagoRe abpnewstv DDNewsLive squintneon hindustanse kktotlani mayurvsk Have time Then please read three photos one by one After  started facing some backlash there is observable unrest in our opponent feminist camp While we strengthen MRA movements timesofindia TOIOpinion TOICitiesNews TOIIndiaNews MisandryKills VikramArora 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5039,5039,5039,5039,1.05476e+18,"Ladies amp gentlemen presenting you another  movement soon ft mominamustehsan 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041,5041,5041,5041,1.05476e+18,"India

In my view  action has to be in  ways

MICRO  Individual amp MACRO  Environment

If we neglect macro then we would witness many more micros Here environment means particular campus  office  regions amp even fabricated vedic settings like the attached  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5042,5042,5042,5042,1.05476e+18,"GIMS Gambat Institute of Medical Sciences is a dream project
Sindh PMIK SharifMediaEnterprises نوازبچائےگاپاکستان AhadRazaMir mominamustehsan  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5043,5043,5043,5043,1.05476e+18,"AR Rahman stands with  victims AR Rahman has said that people should be careful in creating a new internet justice system Opening up for the first time in  issue Rahman tweeted that the social media offers great freedom for victims The… 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5045,5045,5045,5045,1.05476e+18,"Can I hop on to the  bandwagon 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5046,5046,5046,5046,1.05476e+18,"This Google project visualizes the global effect of ’s first year 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5047,5047,5047,5047,1.05476e+18,"Guys Im sitting Prabal Gurung for QampA We will discuss about fashion movies trend sexuality and of course   Drop yr question 
",0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5048,5048,5048,5048,1.05476e+18,"vimlendu MRTBIndia We all love views and likes on Twitter
Let  movement get over and then we can think about airpollution in Delhi 
Pune airport has implemented Sustainable solution and waiting for BJP and AAP approval
ArvindKejriwal 
PMOIndia 
DCGurugram 
ImranHussaain 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5049,5049,5049,5049,1.05476e+18,"Women who played pivotal roles in the  movement 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,5050,5050,5050,1.05476e+18,"IncredibleIndia
  What kind of feminist are we Will supporting Womens on social platform amp on international platforms would give them Justice will it prevent them from being humiliated by miscreants of society
shameful 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5051,5051,5051,5051,1.05476e+18,"Moroccan women refuse to be silenced  and have created their own  movement masaktach 
",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5052,5052,5052,5052,1.05476e+18,"Faith versus Logic

Sabarimala SaveSabarimala Sabrimala Congress BJP RSS RahulGandhi Modi 
SupremeCourt 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053,5053,5053,5053,1.05475e+18,"
Thithi screenplay writer and director of BALEKEMPA Eregowda accused of sexual harrassment
This is nothing but RAPE

Hope the lady takes this to logical end
KannadaMovieLovers 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5054,5054,5054,5054,1.05475e+18,"My exclusive interview of SunielVShetty for TheDailyPioneer spoke to him about his store eye wear boutique specta his sons film debut  india and more 

Hyderabad 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5055,5055,5055,5055,1.05475e+18," There will be collateral damage but it’s necessary says KalkiKoechlin

",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5056,5056,5056,5056,1.05475e+18,"Raveena Tandon on the  and Bollywood movement in the s  Talent Manager Anirban Blah RESIGNATION and more –  movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5057,5057,5057,5057,1.05475e+18,"Sana Mir mirsana rises to top of ODI bowling rankings

I am so so happy for Sana Because its a BOLD STATEMENT to the world that women dont become powerful by being  and Pakistan also produces champions not just terrorists 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5058,5058,5058,5058,1.05475e+18,"Men now after  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5060,5060,5060,5060,1.05475e+18,"Why the South Indian film industry is not reacting promptly on  Chinmayi requests everyone to stop asking why took  years and listen to what the victims have to say 
Watch PeoplesCourt live 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5061,5061,5061,5061,1.05474e+18,"itsSSR FaultInOurStar costar 
Sanjana denied  fake news Releases statement in media India 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5062,5062,5062,5062,1.05474e+18,"Singer Chinmayi speaks on  stories asks why to bring victims’ caste in between Hear her on PeoplesCourt today
Watch live 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5063,5063,5063,5063,1.05474e+18,"Please do not cry wolf There are serious cases which need attention Do not do this for publicity sake or ego No one is going to take real voices seriously     Controversy inindia 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5064,5064,5064,5064,1.05474e+18,"Complaint Against Director FTII for Creating Hostile Work Environment after Complaint of Sexual Harassment  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5065,5065,5065,5065,1.05474e+18,"Do you agree   
",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5066,5066,5066,5066,1.05474e+18,"India Prime MinisterMJ Akbar responds to sexual harassment claims  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5067,5067,5067,5067,1.05474e+18,"India  Movement  Share your story about sexual harassment  Best   India Explained campaign –  movement 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,5068,5068,5068,1.05474e+18,"Vinod Rai’s panel still to act despite two  allegations against BCCI CEO Rahul Johri

Manasi Phadke manasi reports 
",0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5069,5069,5069,5069,1.05474e+18," is a crucial moment to revisit the history of Indian feminism   

",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5070,5070,5070,5070,1.05474e+18,"Abusers arent Victims Opportunists arent Crusaders Slut shamers shudnt talk about Slut Shaming amp cowards shudnt pretend to be warriors This is what Sonam Mahajan who I once considered a friend did to me Telling this now seeing her blatant bigotry amp hypocrisy around  
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5071,5071,5071,5071,1.05474e+18,"Tatas still not saying Tata to alleged serial sexual offender SuhelSeth Friendship with RatanTata comes to the rescue  India BoycottSexualPredators diandrasoares NatashjaRathore SanaSaeed MandakiniGahlot sanasaeed diandrasoares 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5072,5072,5072,5072,1.05474e+18," Actor Producer Activist Kalki Koechlin Calls The Movement a ‘Collateral Damage’ But Says ‘The Result is Only Going to be a Cleaner Safer Environment at Work’ 
",0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5073,5073,5073,5073,1.05474e+18,"
Actually they should have come forward for this movement against lustful Nehru This is someones most sort after amp noble man If this is noble then what is lust 
",0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5074,5074,5074,5074,1.05474e+18,"Question aroused in SC on  campaign on two sides  Old complaint with lacking evidence can tarnish a persons reputation Strong Criminal proceedings against sexually harassed women at their work placeFor which a web based platform must be launched   
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5075,5075,5075,5075,1.05474e+18," Per Pcs only  USD

Original FCB Jacket only  pcs
Contact  
whats App  

FCBarcelona jacket Clothing winter ADIDAS  NewYork Paris Barca Lieonelmessi Christian 
",0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5076,5076,5076,5076,1.05473e+18,"Has BCCI hushed up a sexual harassment allegation against Rahul Johri  
",0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5079,5079,5079,5079,1.05473e+18,"Corporate India needs to take a zero tolerance stand against alleged sexual predators But why is Tatas shielding suhelseth RatanTata  India diandrasoares natashjarathore MandakiniGahlot sanasaeed 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5080,5080,5080,5080,1.05473e+18,"Someone read the story skhndh posted about Ravi Melwani and decided to share her ordeal  India 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5081,5081,5081,5081,1.05473e+18," Exceed’s CoFounder Afsar Zaidi Accused Of Harassment By Two Women 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5082,5082,5082,5082,1.05473e+18,"Actor Jaggesh Backs Arjun Sarja  Questions Sruthi Hariharan Over  Allegation  

Video Link  

Jaggesh NavarasaNayaka ArjunSarja SruthiHariharan  JaggeshBacksArjunSarja QuestionsSruthiHariharan AllegationOnArjunSarja 
",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5083,5083,5083,5083,1.05473e+18," in Carnatic music  Why theres such silence on the caste dynamics that rule the Sabhas  rajeshwaridotg  
",0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5084,5084,5084,5084,1.05473e+18," Spoke up to defend myself not to become hero says TanushreeDutta

",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5085,5085,5085,5085,1.05473e+18,"If men are scared then they should be Tanushree Dutta on the  movement 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5086,5086,5086,5086,1.05473e+18,"Here’s a workplace guide to sexual harassment at workplace for the  era Vaw 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087,5087,5087,5087,1.05473e+18," FWICE to Issue Show Cause Notice To Alok Nath And Sajid Khan 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5088,5088,5088,5088,1.05472e+18,"Tatas still not saying Tata to alleged serial sexual offender SuhelSeth While Mahindra adanigroup have taken a firm zero tolerance standFriendship with patriarch RatanTata comes to Seth’s rescueBoycottSexualPredators  Controversy 
",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5089,5089,5089,5089,1.05472e+18,"Exclusive Dhruva Sarja Reacts To Tv On Chethan amp Sruthi Hariharan Over  Allegation

Video Link  

DhruvaSarja Campaign Chetan SruthiHariharan ArjunSarja DhruvaSarjaSlamsChetanAndSruthiHariharan DhruvaSarjaExclusive ArjunSarja 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5090,5090,5090,5090,1.05472e+18," Makeup Artist Fired From Ajay Devgn’s Film Over  Allegations 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5091,5091,5091,5091,1.05472e+18," Sushant’s CoStar Sanjana Sanghi Finally Opens Up About The ‘Conjectures’ 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5092,5092,5092,5092,1.05472e+18,"I aint a  puppy
I am an itsme bitch
WhenIWriteMyMind 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5093,5093,5093,5093,1.05472e+18,"Sad to learn that Tatas are still standing with alleged serial sexual offender SuhelSeth His close ties with RatanTata a probable reason for this soft approach BoycottSexualPredators Controversy Movement  suhelseth 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5094,5094,5094,5094,1.05472e+18," Hope more guys like me speak up Rahul Raj says 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5095,5095,5095,5095,1.05472e+18,"Misuse of  lt Misuse of women  Misuse of power to hurt amp abuse women 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5096,5096,5096,5096,1.05472e+18,"TanushreeDutta Many in Bollywood are considering  movement as a controversy

",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5097,5097,5097,5097,1.05472e+18,"Do Come 
 India 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5098,5098,5098,5098,1.05472e+18,"Do Come 
 India 
",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5099,5099,5099,5099,1.05472e+18," Woody Allen wont stop writing despite Hollywood condemnation  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5100,5100,5100,5100,1.05472e+18," aloknath and SimplySajidK  receives showcause notice from FWICE 


",0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5101,5101,5101,5101,1.05472e+18,"AGirlOfHerWords Why are you supporting this lady awryaditi who is called in  by kaneezsurka 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5102,5102,5102,5102,1.05472e+18,"Why are Tatas so reluctant to take a firm stand against alleged serial sexual offender SuhelSeth While MahindraGroup adanigroup JSW have shown zero tolerance suhelseth BoycottSexualPredators  Controversy SupremeCourt 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,5103,5103,5103,1.05472e+18,"Heres what Sharman Joshi had to say about the  controversy

India Controversy inindia KaashiInSearchOfGanga TheSharmanJoshi aishwaryadevan InsiteIndia KaashiTheFilm 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5104,5104,5104,5104,1.05472e+18,"Tamilcinema in difficult situationMedia should get awareness 

thiyagarajan sir about  movement

Full video  

actorprashanth 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5105,5105,5105,5105,1.05472e+18,"Meet the women of Twitter powering Indias  campaign

Read 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5106,5106,5106,5106,1.05471e+18,"BIGNEWS Sandalwood Director RaviSrivatsa to clarify on actress SanjjanaaGalranis  allegations by holding a press conference tomorrow at  am Members of Directors Association to be a part of the press conference Bengaluru 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5107,5107,5107,5107,1.05471e+18,"Director Ravi Srivatsa To Clarify About Sanjjanaas  Allegations  To Hold Press Meet Tomorrow

Video Link  

DirectorRaviSrivatsa Campaign SanjjanaaGalrani AllegationsOnRaviSrivatsa RaviSrivatsaPressConference DirectorsAssociation 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5108,5108,5108,5108,1.05471e+18,"imramra sidchaps iratrivedi TheQuint chetanbhagat anidigital PTINews  thats how you accept 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5109,5109,5109,5109,1.05471e+18,"Men amp women lets create safe workplaces for the future and learn the art of consent Take the first step by sharing this post and take a pledge on what you would do to adopt a culture a consent
nomeansno consent  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5113,5113,5113,5113,1.05471e+18,"There will be collateral damage but it’s necessary Kalki on India’s  movement 
",0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5114,5114,5114,5114,1.05471e+18,"Actions speak louder than words Dont just witness the movement make a change NoMeansNo 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5115,5115,5115,5115,1.05471e+18,"An informative piece by Adv Jose Abraham on the importance of ICC at workplace in the light of the  campaign and the recent allegations of sexual harassment within the Church Sexual Harassment at Workplace What Institutions should be careful about” 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,5116,5116,5116,1.05471e+18,"By berrysays

Follow my writings on


 
",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5117,5117,5117,5117,1.05471e+18,"In the era of movements like  HR professionals should learn the art of listening the unsaid at work places writes sbanchariya 
Experts and academicians highlight the changing responsibilities Read at 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5118,5118,5118,5118,1.05471e+18,"More than  gender biased laws not enough 

Another weapon  

FakeCases 

Punish False Complainant 

Stop Accusing Innocent MEN 

MEN is not a Default Criminal  

mynf HelpMeMyNation 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119,5119,5119,5119,1.05471e+18," ggiittiikkaa See the hippocrecy this lady awryaditi is named in  by kaneezsurka  and AGirlOfHerWords the lady who started this movement is promoting this molestor 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5120,5120,5120,5120,1.05471e+18,"Respect women Respect everyone 
In the World full of  Be someones GoTo 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5121,5121,5121,5121,1.05471e+18,"Protest against EXFO  on religious profiling and terminating illigally  muslim employee on offering namaz in office hydmuslims mtlpmorin JustinTrudeau   HMOIndia thewirein ndtv thehindu PTINews ANI MumbaiManthan  EXFOLeaveIndia 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5122,5122,5122,5122,1.05471e+18,"AbhinavKIndian AsYouNotWish Dont need to comment on the alleged Survivor  its used to be said first impression always the last impressionThis  is just reduced to a extortion business by online feministsUnfortunately  educated ppl falling to the mob mentality madhukishwar 
",0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5123,5123,5123,5123,1.05471e+18,"Celebrities after getting caught in  movement 
",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5124,5124,5124,5124,1.0547e+18,"How do women misuse the concept of feminism
 meetoo Feminism womenempowerment EqualityForAll genderequality Arvindkejriwal sonakshisinha 

",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5125,5125,5125,5125,1.0547e+18,"

Replacement alert RanaDaggubati to replace NanaPatekar  in Housefull 

 lehren housefull 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5126,5126,5126,5126,1.0547e+18,"Yes I support   must say this tweet also speaks the truth MeeToo 
",0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5127,5127,5127,5127,1.0547e+18," a great start but it wont end sexual violence Survivorauthor Sohaila Abdulali

India book author 
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5128,5128,5128,5128,1.0547e+18,"Confused about defamation amp freedom of the media  
",0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5129,5129,5129,5129,1.0547e+18,"Some names have shocked me AR Rahman on  
",0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5130,5130,5130,5130,1.0547e+18,"Share it 
 India 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5131,5131,5131,5131,1.0547e+18,"Quiet no more Why  movement provides right impetus for organisations to act 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5133,5133,5133,5133,1.05469e+18,"Tanushree Dutta was at the Aaj Tak MumbaiManthan  to speak on being the face of the  movement in India 
Read more about it 
ITPhotoblog India
For full coverage click 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5134,5134,5134,5134,1.05469e+18," MOVEMENT Chetan Bhagat accused of the Sexual Misconduct By Ira Trivedi

",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5135,5135,5135,5135,1.05469e+18,"Nation News Report Makeup artist fired from Ajay Devgn’s film over  allegations 
 Nation News  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5136,5136,5136,5136,1.05469e+18," moment for Omar Sharif 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137,5137,5137,5137,1.05469e+18,"A R Rahman breaks silence on the  Movement 

ARRahman India Vairamuthu 
",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5138,5138,5138,5138,1.05469e+18,"Nepal Film Producers’ Association Make Official Statement on   Film Maker Subina Shrestha Accuses Former Minister of Harassing


",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5139,5139,5139,5139,1.05469e+18," It’s high time we speak about these issues 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5140,5140,5140,5140,1.05469e+18,"We dont care if youre not going to give us work anymore  ReallySwara comes out vehemently in support of the survivors of sexual harassment
 
Watch the full conversation here 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5141,5141,5141,5141,1.05469e+18," What should companies do to ensure employees are safe 
NHRD Monthly meet on th oct  pm onwards at The Chancery pavilion residency road 
nhrdblrmonthlymeet NotMe learning HR networking
PS  there was an error in the previous poster  we have deleted that one 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5142,5142,5142,5142,1.05469e+18," TanushreeDutta hits back at RakhiSawants drug charge slaps Rs  cr defamation suit 
",0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5143,5143,5143,5143,1.05469e+18,"Women who played pivotal roles in the  movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5144,5144,5144,5144,1.05469e+18,"Many women including arrahman sister accusing National Award Winning Film lyricist vairamuthu of sexual advances amp threats

Why are ikamalhaasan rajinikanth VishalKOfficial mkstalin quiet on him Is Kollywood in hand



RaTHORe Chinmayi  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145,5145,5145,5145,1.05469e+18,"I would love to have your honest opinion guys  Movement Controversy India  snapezzy 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5146,5146,5146,5146,1.05468e+18,"Panic Attacks Uncertain Paycheck Whats Behind Indias  Campaign 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5148,5148,5148,5148,1.05468e+18,"Udit Raj BJP MP questions the  movement and calls it PRACTICAL –  movement 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5149,5149,5149,5149,1.05468e+18,"Actress Harshika Poonacha Extends Her Support to Arjun Sarja over  Allegations

Video Link  

ActressHarshikaPoonacha ArjunSarja  SruthiHariharan HarshikaPoonachaSupportsArjunSarja Movement HarshikaPoonachaTweetOn TVKannada 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5150,5150,5150,5150,1.05468e+18,"AR Rahman on  Some of the names have shocked me 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,5151,5151,5151,1.05468e+18,"Some names have shocked me AR Rahman on 

",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5152,5152,5152,5152,1.05468e+18,"BIGNEWS Actress HarshikaPoonacha extends her support to ArjunSarja over  allegations says actresses are taking advantage of the movement She also said that these actresses are insulting the film industry that has given them everything 
",0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5153,5153,5153,5153,1.05468e+18,"Tanushree Dutta talks in detail about how her small statement that went viral a gave fillip to the  movement in India 
MumbaiManthan
Watch more videos at 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5154,5154,5154,5154,1.05468e+18,"On  Movement Kalki Koechlin Says There Will Be Collateral Damage But Its Necessary 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5155,5155,5155,5155,1.05468e+18,"I will not leave u because I live for u  follofolloback follobackforfolloback Follome 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5156,5156,5156,5156,1.05468e+18,"There Will Be Collateral Damage But Its Necessary Kalki On  
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5157,5157,5157,5157,1.05468e+18," a great start but it won’t end sexual violence Survivorauthor Sohaila Abdulali 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5158,5158,5158,5158,1.05467e+18,"Heres arrahman s take on the  movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5159,5159,5159,5159,1.05467e+18,"They are angels 
Not a sex toy 
India  Speakupgirls plzSpeakup BaitaliG bibliosmiacDS loveyoumahi 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5160,5160,5160,5160,1.05467e+18,"The Whatsapp forward we get vs the Whatsapp forward we need  India 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
